"","X.2","X.1","X","predator","prey","ra","site","sex","age","year","color","temperature","clouds","precipitation","cover_snow","weight","fat","muscle","winds","fresh_snow","clouds_height","snow_height","elevation","wing","p8","tarsus","beak_colour","first_reaction","provoking","flapping","time_min","time_hour","day","month","timekey","key_m100","capture_day","sex_genetics","clean_species","present_in_site.x","otu_phylum","otu_class","otu_order","otu_family","otu_genus","otu_species","present_in_site.y","anthropogenic.x","anthropogenic.y","anthropogenic"
"2052",2052,2052,2052,"N687471","otu542",334,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2053",2053,2053,2053,"N687471","otu586",7,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2054",2054,2054,2054,"N687471","otu787",206,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2055",2055,2055,2055,"N687471","otu615",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2056",2056,2056,2056,"N687471","otu788",128,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2057",2057,2057,2057,"N687471","otu765",21,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","aesculus hippocastanum",FALSE,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Aesculus hippocastanum",FALSE,TRUE,TRUE,TRUE
"2058",2058,2058,2058,"N687471","otu93",8959,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","littorella uniflora",FALSE,"Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Littorella","Littorella uniflora",FALSE,FALSE,FALSE,FALSE
"2059",2059,2059,2059,"N687471","otu846",116,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2060",2060,2060,2060,"N687471","otu26",64340,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Apiales","Apiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2061",2061,2061,2061,"N687471","otu718",156,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2062",2062,2062,2062,"N687471","otu535",4,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2063",2063,2063,2063,"N687471","otu688",161,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2064",2064,2064,2064,"N687471","otu11",3,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Unclassified",NA,FALSE,FALSE,FALSE
"2065",2065,2065,2065,"N687471","otu4",716999,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2066",2066,2066,2066,"N687471","otu582",12,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2067",2067,2067,2067,"N687471","otu919",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2068",2068,2068,2068,"N687471","otu922",9,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2069",2069,2069,2069,"N687471","otu904",165,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2070",2070,2070,2070,"N687471","otu23",41,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Apiales","Apiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2071",2071,2071,2071,"N687471","otu301",3,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2072",2072,2072,2072,"N687471","otu515",4,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2073",2073,2073,2073,"N687471","otu498",10,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2074",2074,2074,2074,"N687471","otu447",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2075",2075,2075,2075,"N687471","otu554",117,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2076",2076,2076,2076,"N687471","otu645",18,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2077",2077,2077,2077,"N687471","otu603",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2078",2078,2078,2078,"N687471","otu135",485,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Apiales","Apiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2079",2079,2079,2079,"N687471","otu273",19,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"2080",2080,2080,2080,"N687471","otu481",4,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2081",2081,2081,2081,"N687471","otu790",71,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2082",2082,2082,2082,"N687471","otu547",14506,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2083",2083,2083,2083,"N687471","otu841",97,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2084",2084,2084,2084,"N687471","otu847",201,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2085",2085,2085,2085,"N687471","otu195",223,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"2086",2086,2086,2086,"N687471","otu761",13,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2087",2087,2087,2087,"N687471","otu573",28,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2088",2088,2088,2088,"N687471","otu676",14,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2089",2089,2089,2089,"N687471","otu518",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2090",2090,2090,2090,"N687471","otu390",24,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Setaria","Unclassified",NA,FALSE,FALSE,FALSE
"2091",2091,2091,2091,"N687471","otu7",90228,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","anthyllis vulneraria",TRUE,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Anthyllis vulneraria",TRUE,FALSE,FALSE,FALSE
"2092",2092,2092,2092,"N687471","otu861",77,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Apiales","Apiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2093",2093,2093,2093,"N687471","otu29",936,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Rosales","Rosaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2094",2094,2094,2094,"N687471","otu448",25,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2095",2095,2095,2095,"N687471","otu56",2593,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Unclassified",NA,FALSE,FALSE,FALSE
"2096",2096,2096,2096,"N687471","otu824",705,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2097",2097,2097,2097,"N687471","otu50",36553,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2098",2098,2098,2098,"N687471","otu896",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2099",2099,2099,2099,"N687471","otu654",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2100",2100,2100,2100,"N687471","otu591",165,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2101",2101,2101,2101,"N687471","otu672",9,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2102",2102,2102,2102,"N687471","otu635",18,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2103",2103,2103,2103,"N687471","otu529",11,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2104",2104,2104,2104,"N687471","otu51",208255,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2105",2105,2105,2105,"N687471","otu725",19,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2106",2106,2106,2106,"N687471","otu905",94,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2107",2107,2107,2107,"N687471","otu347",9,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2108",2108,2108,2108,"N687471","otu613",17,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2109",2109,2109,2109,"N687471","otu361",87,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2110",2110,2110,2110,"N687471","otu122",2132,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"2111",2111,2111,2111,"N687471","otu143",2782,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","plantago maritima",FALSE,"Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","Plantago maritima",FALSE,FALSE,FALSE,FALSE
"2112",2112,2112,2112,"N687471","otu12",101038,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2113",2113,2113,2113,"N687471","otu783",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2114",2114,2114,2114,"N687471","otu558",6,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2115",2115,2115,2115,"N687471","otu910",124,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2116",2116,2116,2116,"N687471","otu369",10,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Unclassified",NA,FALSE,FALSE,FALSE
"2117",2117,2117,2117,"N687471","otu634",5,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2118",2118,2118,2118,"N687471","otu898",11,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
